plate_map_name	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent
S-B-REPO1_2020-004-1	A01				
S-B-REPO1_2020-004-1	A02				DMSO
S-B-REPO1_2020-004-1	A03	BRD-K29462201-001-02-7	5.78652699999999982	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	A04	BRD-K94830213-001-01-3	4.03106118012063039	10.5400226645500572	DMSO
S-B-REPO1_2020-004-1	A05	BRD-K77987382-001-16-9	2.95292700000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	A06	BRD-K11905747-300-12-1	4.05271000000000015	10	DMSO
S-B-REPO1_2020-004-1	A07	BRD-K01825841-004-02-9	3.604672	1E+1	DMSO
S-B-REPO1_2020-004-1	A08	BRD-K99621550-300-04-9	6.82653000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	A09	BRD-K01826560-300-20-9	3.90948	1E+1	DMSO
S-B-REPO1_2020-004-1	A10	BRD-K38684403-001-07-9	8.37046499999999999	9.99999999999999999	DMSO
S-B-REPO1_2020-004-1	A11	BRD-K00003617-003-01-9	4.05435	1E+1	DMSO
S-B-REPO1_2020-004-1	A12	BRD-K25838957-001-02-9	5.22568000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	A13	BRD-K87700323-311-08-9	3.59009000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	A14	BRD-K72992801-001-16-9	5.08551500000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	A15	BRD-K01826515-003-11-9	3.72802	1E+1	DMSO
S-B-REPO1_2020-004-1	A16	BRD-K01825680-001-02-9	6.63073999999999999	9.99999999999999998	DMSO
S-B-REPO1_2020-004-1	A17	BRD-K47264279-001-08-9	1.86163499999999999	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	A18	BRD-K05673000-323-14-9	5.12339000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	A19	BRD-K75527158-360-07-2	3.26131700000000023	9.99999999999999999	DMSO
S-B-REPO1_2020-004-1	A20	BRD-K84466663-001-08-9	2.972673	1E+1	DMSO
S-B-REPO1_2020-004-1	A21	BRD-K00029602-001-02-9	4.94524899999993225	9.999999999999863	DMSO
S-B-REPO1_2020-004-1	A22	BRD-A09370961-001-02-9	7.91111900000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	A23				
S-B-REPO1_2020-004-1	A24				DMSO
S-B-REPO1_2020-004-1	B01				
S-B-REPO1_2020-004-1	B02				DMSO
S-B-REPO1_2020-004-1	B03	BRD-K15426076-001-02-9	3.74368	1E+1	DMSO
S-B-REPO1_2020-004-1	B04	BRD-K78321730-001-13-9	1.521473	1E+1	DMSO
S-B-REPO1_2020-004-1	B05	BRD-K46914825-300-07-9	3.90145	1E+1	DMSO
S-B-REPO1_2020-004-1	B06	BRD-K22518984-001-04-9	1.081378	1E+1	DMSO
S-B-REPO1_2020-004-1	B07	BRD-K86161929-001-15-9	4.024807	1E+1	DMSO
S-B-REPO1_2020-004-1	B08	BRD-K27217864-001-23-9	1.932423	1E+1	DMSO
S-B-REPO1_2020-004-1	B09	BRD-K14796088-311-27-9	3.90837	1E+1	DMSO
S-B-REPO1_2020-004-1	B10	BRD-K93632104-001-20-9	1.381207	1E+1	DMSO
S-B-REPO1_2020-004-1	B11	BRD-K00002625-402-02-9	12.13417	1E+1	DMSO
S-B-REPO1_2020-004-1	B12	BRD-K85925969-001-19-9	2.112178	1E+1	DMSO
S-B-REPO1_2020-004-1	B13	BRD-K30697463-001-19-9	3.764617	1E+1	DMSO
S-B-REPO1_2020-004-1	B14	BRD-K10103010-001-05-9	1.521473	1E+1	DMSO
S-B-REPO1_2020-004-1	B15	BRD-K10314788-003-13-9	2.94174000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	B16	BRD-K80262108-001-08-9	1.091292	1E+1	DMSO
S-B-REPO1_2020-004-1	B17	BRD-K00003591-001-01-9	10.58039	1E+1	DMSO
S-B-REPO1_2020-004-1	B18	BRD-K04704168-003-16-9	3.62296	1E+1	DMSO
S-B-REPO1_2020-004-1	B19	BRD-K91456750-001-01-9	4.11490799999999979	10	DMSO
S-B-REPO1_2020-004-1	B20	BRD-K51095933-231-16-9	4.36565	1E+1	DMSO
S-B-REPO1_2020-004-1	B21	BRD-A81233518-004-17-9	3.18430500000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	B22	BRD-K85503079-001-02-8	4.2657499999999999	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	B23				
S-B-REPO1_2020-004-1	B24				DMSO
S-B-REPO1_2020-004-1	C01				
S-B-REPO1_2020-004-1	C02				DMSO
S-B-REPO1_2020-004-1	C03	BRD-K34098590-001-02-1	3.45524550898536083	10.4334181102371914	DMSO
S-B-REPO1_2020-004-1	C04	BRD-K11292736-300-04-9	6.10487000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	C05	BRD-K01826304-001-02-9	4.36950385981345116	9.99996306187739422	DMSO
S-B-REPO1_2020-004-1	C06	BRD-K97752965-001-18-9	2.111748	1E+1	DMSO
S-B-REPO1_2020-004-1	C07	BRD-K51431759-001-03-9	1.801559	1E+1	DMSO
S-B-REPO1_2020-004-1	C08	BRD-K97181089-003-25-9	2.66088	1E+1	DMSO
S-B-REPO1_2020-004-1	C09	BRD-K20338176-001-19-9	3.67807	1E+1	DMSO
S-B-REPO1_2020-004-1	C10	BRD-K00004970-001-01-9	8.590503	1E+1	DMSO
S-B-REPO1_2020-004-1	C11	BRD-K78113049-002-20-9	3.38334200000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	C12	BRD-K30020243-051-05-9	6.67830500000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	C13	BRD-K67121414-001-04-9	4.594971	1E+1	DMSO
S-B-REPO1_2020-004-1	C14	BRD-K78666826-003-03-9	3.26818000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	C15	BRD-K82181219-300-05-9	4.41393000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	C16	BRD-A17846016-001-14-9	2.502903	1E+1	DMSO
S-B-REPO1_2020-004-1	C17	BRD-K78841970-001-14-6	2.98949217714607575	10.1578684599179419	DMSO
S-B-REPO1_2020-004-1	C18	BRD-K24548560-342-03-9	8.72878000000000003	10.0000000000000000	DMSO
S-B-REPO1_2020-004-1	C19	BRD-A37390343-003-04-3	3.53970000000000026	9.99999999999999996	DMSO
S-B-REPO1_2020-004-1	C20	BRD-K53484294-001-03-9	7.858785	1E+1	DMSO
S-B-REPO1_2020-004-1	C21	BRD-A14208071-004-19-8	4.29411999999994095	9.999999999999863	DMSO
S-B-REPO1_2020-004-1	C22	BRD-K00003582-015-01-9	10.69217	1E+1	DMSO
S-B-REPO1_2020-004-1	C23				
S-B-REPO1_2020-004-1	C24				DMSO
S-B-REPO1_2020-004-1	D01				
S-B-REPO1_2020-004-1	D02				DMSO
S-B-REPO1_2020-004-1	D03	BRD-K52459643-001-18-9	3.54481	1E+1	DMSO
S-B-REPO1_2020-004-1	D04	BRD-K62310379-001-14-9	5.00571	1E+1	DMSO
S-B-REPO1_2020-004-1	D05	BRD-K40407248-001-04-9	12.70274	1E+1	DMSO
S-B-REPO1_2020-004-1	D06	BRD-K38775274-001-29-9	3.92461100000000001	10.0000000000000000	DMSO
