plate_map_name	well_position	broad_sample	mg_per_ml	mmoles_per_liter	solvent
S-B-REPO1_2020-005-1	F12	BRD-K66808046-065-03-7	2.43235999999995174	9.999999999999802	DMSO
S-B-REPO1_2020-005-1	F13	BRD-K47635719-001-22-9	4.34497700000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	F14	BRD-K04548931-003-08-2	5.7998000000000002	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	F15	BRD-K69236721-001-03-9	4.524069	1E+1	DMSO
S-B-REPO1_2020-005-1	F16	BRD-A42699921-001-02-8	2.70207299999996057	9.999999999999855	DMSO
S-B-REPO1_2020-005-1	F17	BRD-K01825580-001-03-9	3.574864	1E+1	DMSO
S-B-REPO1_2020-005-1	F18	BRD-K13409143-001-02-7	2.70450699999999984	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	F19	BRD-K47631482-003-08-9	4.12591	1E+1	DMSO
S-B-REPO1_2020-005-1	F20	BRD-K29812331-011-01-7	3.49502061902634608	9.88989770319827035	DMSO
S-B-REPO1_2020-005-1	F21	BRD-K01826269-001-04-9	3.343718	1E+1	DMSO
S-B-REPO1_2020-005-1	F22	BRD-K41504985-003-02-9	2.00707	1E+1	DMSO
S-B-REPO1_2020-005-1	F23				
S-B-REPO1_2020-005-1	F24				DMSO
S-B-REPO1_2020-005-1	G01				
S-B-REPO1_2020-005-1	G02				DMSO
S-B-REPO1_2020-005-1	G03	BRD-K93441486-067-13-9	3.90516000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	G04	BRD-K97058489-454-01-6	7.38274000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	G05	BRD-K82967685-300-02-9	6.04588999999999999	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	G06	BRD-K15567837-001-19-5	3.45845000000000026	9.99999999999999996	DMSO
S-B-REPO1_2020-005-1	G07	BRD-K22938173-003-02-9	6.01281000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	G08	BRD-K15976406-001-04-1	2.422286	9.99999999999999999	DMSO
S-B-REPO1_2020-005-1	G09	BRD-K47079459-004-14-9	3.65455000000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	G10	BRD-K79892937-236-04-9	3.78374	1E+1	DMSO
S-B-REPO1_2020-005-1	G11	BRD-K68507560-003-26-1	3.45947999999999979	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	G12	BRD-K73701464-003-02-1	3.47237999999999999	9.99999999999999998	DMSO
S-B-REPO1_2020-005-1	G13	BRD-K88510285-001-25-1	3.84237000000000023	10	DMSO
S-B-REPO1_2020-005-1	G14	BRD-K99048103-001-20-0	2.75090300000000013	9.99999999999999999	DMSO
S-B-REPO1_2020-005-1	G15	BRD-K42140276-402-01-4	12.8742722155093892	10.0000374511965847	DMSO
S-B-REPO1_2020-005-1	G16	BRD-A97730597-003-12-9	2.61359300000000001	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	G17	BRD-K01826734-003-14-9	3.574270	10	DMSO
S-B-REPO1_2020-005-1	G18	BRD-K37203094-001-06-6	2.42440599999999989	9.99999999999999999	DMSO
S-B-REPO1_2020-005-1	G19	BRD-A36267905-003-19-2	3.35863795556215546	9.99987481856608998	DMSO
S-B-REPO1_2020-005-1	G20	BRD-K82861010-001-03-3	7.38874999999999999	9.99999999999999999	DMSO
S-B-REPO1_2020-005-1	G21	BRD-K00938507-001-18-9	2.80303	1E+1	DMSO
S-B-REPO1_2020-005-1	G22	BRD-K97181463-003-03-7	5.42023000000000025	10.0000000000000000	DMSO
S-B-REPO1_2020-005-1	G23				
S-B-REPO1_2020-005-1	G24				DMSO
S-B-REPO1_2020-005-1	H01				
S-B-REPO1_2020-005-1	H02				DMSO
S-B-REPO1_2020-005-1	H03	BRD-K95237249-001-28-9	2.85359	1E+1	DMSO
S-B-REPO1_2020-005-1	H04	BRD-K11256763-001-01-5	5.56522900000000051	10.0000000000000000	DMSO
